@timestamp,@message,@logStream,@log,@maxMemoryUsed,@duration
2025-05-14 05:01:16.010,"REPORT RequestId: 99db8928-80ba-4dc6-b7c1-ba7f4eee9568	Duration: 7510.16 ms	Billed Duration: 7511 ms	Memory Size: 1024 MB	Max Memory Used: 665 MB	
",2025/05/14/[$LATEST]95a6b7a57206475cb5bf30968e2179a8,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,665000000,7510.16
2025-05-14 05:01:08.916,"REPORT RequestId: 0355ef0e-e94b-4ea7-a3c1-5423bd09fcaa	Duration: 8667.67 ms	Billed Duration: 8668 ms	Memory Size: 1024 MB	Max Memory Used: 660 MB	
",2025/05/14/[$LATEST]d226844866a04152b187190d0e2614de,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,660000000,8667.67
2025-05-14 05:01:08.814,"REPORT RequestId: 0272538a-1679-4962-b2e4-118a18a53a6c	Duration: 8549.19 ms	Billed Duration: 8550 ms	Memory Size: 1024 MB	Max Memory Used: 660 MB	
",2025/05/14/[$LATEST]a9fb07450ea54cc9b5b66221d078dfaa,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,660000000,8549.19
2025-05-14 05:01:08.761,"REPORT RequestId: 6d30a33c-1565-4c61-b822-2f3a6c4122a5	Duration: 8511.80 ms	Billed Duration: 8512 ms	Memory Size: 1024 MB	Max Memory Used: 660 MB	
",2025/05/14/[$LATEST]e829892218db44d0a619370416a05456,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,660000000,8511.8
2025-05-14 05:01:08.671,"REPORT RequestId: d9523ca4-eb5d-4df4-a6dd-b2ca6cb13772	Duration: 8403.72 ms	Billed Duration: 8404 ms	Memory Size: 1024 MB	Max Memory Used: 654 MB	
",2025/05/14/[$LATEST]273569a672d04abe9a1dc7f80a205d7b,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,654000000,8403.72
2025-05-14 05:01:08.408,"REPORT RequestId: d2575924-89b5-4cdc-81c9-5f38af937de8	Duration: 8141.16 ms	Billed Duration: 8142 ms	Memory Size: 1024 MB	Max Memory Used: 665 MB	
",2025/05/14/[$LATEST]95a6b7a57206475cb5bf30968e2179a8,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,665000000,8141.16
2025-05-14 05:01:01.804,"REPORT RequestId: 091938e3-4444-4999-af41-f130308e014f	Duration: 10191.80 ms	Billed Duration: 10192 ms	Memory Size: 1024 MB	Max Memory Used: 658 MB	Init Duration: 1118.99 ms	
",2025/05/14/[$LATEST]7f90495b813643d9a2610c0ecd6b6e2f,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,658000000,10191.8
2025-05-14 05:01:01.684,"REPORT RequestId: 8fe6fcab-0eac-4277-a040-8777288dbe2c	Duration: 10340.70 ms	Billed Duration: 10341 ms	Memory Size: 1024 MB	Max Memory Used: 656 MB	Init Duration: 848.44 ms	
",2025/05/14/[$LATEST]14e119c281ff4ebd90955f57a2a6a9b3,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,656000000,10340.7
2025-05-14 05:01:01.400,"REPORT RequestId: eeb082ac-d67b-46f9-8461-9b860932249e	Duration: 10053.77 ms	Billed Duration: 10054 ms	Memory Size: 1024 MB	Max Memory Used: 659 MB	Init Duration: 862.92 ms	
",2025/05/14/[$LATEST]706cd42ad5c547078ac1b994203f9445,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,659000000,10053.77
2025-05-14 05:01:01.366,"REPORT RequestId: fd56b02a-7761-4968-a0a5-3867a9d9b38c	Duration: 9990.22 ms	Billed Duration: 9991 ms	Memory Size: 1024 MB	Max Memory Used: 659 MB	Init Duration: 893.12 ms	
",2025/05/14/[$LATEST]09a6e66bb01242dc9e7efa0f50e7a370,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,659000000,9990.22
2025-05-14 05:01:01.296,"REPORT RequestId: 2b786afb-3602-4d52-a3c7-9e483e20c7d2	Duration: 9950.65 ms	Billed Duration: 9951 ms	Memory Size: 1024 MB	Max Memory Used: 655 MB	Init Duration: 860.17 ms	
",2025/05/14/[$LATEST]40eb24e93ee74b2f924d83edf80a499f,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,655000000,9950.65
2025-05-14 05:00:52.190,"REPORT RequestId: abacd0c8-9955-4a8a-9465-f7f5f34bd6c8	Duration: 10476.31 ms	Billed Duration: 10477 ms	Memory Size: 1024 MB	Max Memory Used: 660 MB	Init Duration: 925.63 ms	
",2025/05/14/[$LATEST]d226844866a04152b187190d0e2614de,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,660000000,10476.31
2025-05-14 05:00:51.884,"REPORT RequestId: 51aceda7-1dc6-47b9-af9e-b962cd37b800	Duration: 10092.80 ms	Billed Duration: 10093 ms	Memory Size: 1024 MB	Max Memory Used: 658 MB	Init Duration: 979.31 ms	
",2025/05/14/[$LATEST]e829892218db44d0a619370416a05456,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,658000000,10092.8
2025-05-14 05:00:51.828,"REPORT RequestId: 6d4738a2-a630-4ab2-9502-33c716dc43ce	Duration: 10131.17 ms	Billed Duration: 10132 ms	Memory Size: 1024 MB	Max Memory Used: 659 MB	Init Duration: 900.26 ms	
",2025/05/14/[$LATEST]a9fb07450ea54cc9b5b66221d078dfaa,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,659000000,10131.17
2025-05-14 05:00:51.697,"REPORT RequestId: 94ea6e45-17ee-4acd-8fb4-ada255c2d311	Duration: 10049.72 ms	Billed Duration: 10050 ms	Memory Size: 1024 MB	Max Memory Used: 653 MB	Init Duration: 865.85 ms	
",2025/05/14/[$LATEST]273569a672d04abe9a1dc7f80a205d7b,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,653000000,10049.72
2025-05-14 05:00:51.370,"REPORT RequestId: aedec275-4816-4c2f-bc4f-cbdc1df61809	Duration: 9832.32 ms	Billed Duration: 9833 ms	Memory Size: 1024 MB	Max Memory Used: 653 MB	Init Duration: 779.06 ms	
",2025/05/14/[$LATEST]95a6b7a57206475cb5bf30968e2179a8,256727551815:/aws/lambda/image-resizer-dev-imageResizerNode,653000000,9832.32
